id,puzzle,solution,clues,difficulty,solve_time,computed_solution
2482065,6...4.....3.8.1.4..54.9..8...3....75....8.4.....2......8.6.....7..1...6......3..9,678542931932861547154397286823914675591786423467235198385629714749158362216473859,23,2.1,1.510306,
2736651,8.246.5.....1....49.48....27...1.........96.1.6..5.............1..5..8.95.3..6...,812467593635192784974835162749618325358249671261753948497381256126574839583926417,25,1.4,1.421506,
2760466,.....2.9.21...4..6.59.36....28.7...3....8.....6.4.9.7.......91....3..2....1....67,683752491217894536459136728928675143174283659365419872832567914796341285541928367,26,2.2,1.537389,
2280057,...9......6.124......87...5..8.6....6.....594.4....1...1.....83......41.9.3...2..,372956841865124937491873625158469372637218594249537168514692783726385419983741256,24,2.2,1.492361,
1197889,.2......7.......624....19.....2.6.....738...6.5.........8..7.4.....3.18.1.4......,625948317981573462473621958849256731217384596356719824598167243762435189134892675,22,3.0,1.655337,
2617831,27...1..8...7.....8...........59..37.......6.4...3..8.1.9........7..41....49.5..6,276351948945786312831429675618592437753148269492637581169273854527864193384915726,23,2.3,1.493112,
1676484,.9.2...5..4..1..97..53....2..869..13......8...24.......3....6....6..85......5....,391267458642815397875349162758694213963172845124583976537921684416738529289456731,24,1.7,1.538840,
611250,.8........5....6.3..4.3.752...76....8.2..417.4..............5.6....71..49..8..3..,386527941257419683194638752519762438862394175473185269728943516635271894941856327,25,1.7,1.524339,
739269,.....2.7.......4.1..93......1..6..8..32......8.7..31...2.53....7..8..5...9..1.74.,186492375273658491549371826914765283632184957857923164428537619761849532395216748,25,1.8,1.566115,
1692286,.2...83..78........9.6....44..2.5.....73.....1...4...3..5.83....194............69,524798316786134952391652784438275691957316248162849573645983127219467835873521469,24,1.5,1.494502,
531813,.9.....8.7...94..3..653....8.71..3............1.649....7....1.....4.6758...8.5...,394761582785294613126538947847152396659387421213649875578923164932416758461875239,26,2.2,1.475103,
1944432,..6....25....971...7....6.4.14...8.......2...7.9.......4.7.1..359..3.2.13....8...,986143725425697138173285694214379856638512479759864312842751963597436281361928547,26,1.2,1.574153,
858712,..19.72.65......394......1..1..2...58...4.....64.....1...6.....2....9....4....9.2,381957246526814739497263518913726485852341697764598321139672854275489163648135972,24,1.7,1.600242,
1611185,....16.....74....89.1.2.7..6..397.......8..2..7...1.6.2.9........4......73......4,328716549567439218941528736612397485493685127875241963259864371184973652736152894,24,1.6,1.512893,
1542544,..2.7............1..94....3.........79.61..5..517..3.8..........35..419.6..38....,362871945548936271179425683286543719793618452451792368924157836835264197617389524,24,1.3,1.603223,
697033,..8..9...31..86....9..1.2......47..6........2.25...9.8..3....9.......76.57......4,758429631312786459694315287839247516167598342425163978283674195941852763576931824,24,2.8,1.578996,
802263,......7....5....61...18....3.....2.72.4.3..5.9....8.13..6..9.....3.5..8249.8.....,631542798825397461749186325318965247264731859957428613586279134173654982492813576,26,1.9,1.564793,
2679104,...794..5..4...782..........2.4....3....8....9...7.26.8..6..15....5.....27......9,682794315594316782317258946721465893436982571958173264843629157169537428275841639,24,1.6,1.504672,
1228500,.891...5...4..9..2.......6.9..8...1.8.3.4.2...1..........5...7......4..5...6.29..,389126754764359182521487369942863517853741296617295843296538471138974625475612938,23,2.2,1.493863,
2145589,5.....13......5..71..2........87.21....9.6.5.........97.46....28.6.5....3.579..6.,572469138948315627163287945459873216281946753637521489714638592896152374325794861,27,2.6,1.402263,
2113081,....57..6.6..8....4.....2..3..9.8.....7..691....3..7....6.......9..2.6..8.1.3....,132457896965283147478169235314978562287546913659312784546791328793824651821635479,23,1.5,1.469839,
118082,.....68...2...143..9.....52..561....738.......6.4.3...2....7.183.....5.....1.....,514326879827591436693784152945618723738259641162473985256947318371862594489135267,25,2.0,1.545315,
248718,7........1.9.27....4...13.5..8..32.6......9..9...7........4.8....5.....241...6...,736854129159327684842961375578493216324618957961572438293745861685139742417286593,23,2.3,1.467050,
891780,5...6.....6.7....9.82.........3.......428.35..5.69...7.......3..3...7.841.....27.,519863742463752819782149563621375498974281356358694127847526931235917684196438275,25,2.1,1.413722,
629601,7.5..29.3...1.......9.4..6..6...4....7..8...1...3..8..6...7...........2...1.9..56,745862913826139475139547268968714532273985641514326897652471389397658124481293756,23,1.3,1.476589,
2115604,...8519..4.....1....3......6.4.......8.965......3..8..5..2...13.9.....2.2.6.4....,762851934459632178813479652624718395381965247975324861548296713197583426236147589,24,2.2,1.466771,
1870788,1....2.89.......5..95...3....78.94....17....8.3.......92.....4..5..478..........5,173452689682973154495681327567839412241765938839124576928516743356247891714398265,24,1.7,1.436674,
65466,...37.5.4........9.136.............5..28.4...65.....7..36....4.........28.....16.,269378514785412639413695728394167285172854396658923471536281947941736852827549163,22,1.6,1.499754,
123137,.....8.......7...5...5...93..4..32..1..46...9.23.....1.3....724....8.....7...41..,415938672389276415762541893894153267157462389623897541538619724241785936976324158,24,1.2,1.459509,
1097471,....58.....21..34..6...2.5..........3..9..8.2.85..4.....3897...9......3....2....4,134758629572169348869432751296381475341975862785624193423897516918546237657213984,24,2.8,1.528652,
1260901,.21....9...437...8.......5.6.......51...43....379.8...8........3164.........9..71,721584693564379218983261754648712935195643827237958146879135462316427589452896371,25,1.5,1.470510,
399777,...7...9..25..3.....72..1.59....6......312..4...4....2.3.....4......478..89......,314765298825193467697248135942576813568312974173489652736821549251934786489657321,24,1.2,1.482639,
448050,.....3....5...798.......6.7..5...14..27...8.9.1...6......6..4..7...24...8..3...12,178963524356247981249518637685792143427135869913486275532671498791824356864359712,25,2.0,1.517442,
1551263,4....7.5.7..28.6....83..4.........8.5....813..3.1....7..27...9.1...........95....,421697358753284619968315472216573984579428136834169527642731895195842763387956241,24,2.3,1.535770,
1434553,61..59........8.63...4..8....68...7.9.5.2.1...........5..7..69.4......3726.......,618359742749218563352467819126894375975623184834175926583742691491586237267931458,25,2.2,1.465446,
2649311,.6.18..5...5.7.2....1.593..3.....4...8......74.2.1..........96...3..8..26...92...,269183754835476291741259386397625418186934527452817639528741963973568142614392875,26,2.3,1.424671,
1101861,..8..7........9356....5....24.....91.17....62.....2.....98..5...3.9......8..6...7,658317249174289356923654178245736891317598462896142735469871523731925684582463917,24,1.5,1.565816,
604133,8.9..14..7...8.....1.4.3.6..9......1..4.....3..86...7...3.....25.....7.......2.98,839561427746289315215473869697348251154927683328615974973856142582194736461732598,24,1.3,1.565407,
133034,25..9.6....124........3...5.....84.98...........5..2..4.8.....33.....9.....3...67,257891634631245798984736125513628479826479351749513286478962513365187942192354867,23,2.1,1.540547,
717836,7....2.9.1.4....3..8...7...9....6243..61.4...2........825.....4.1..3.5...........,753412698194685732682397451971856243536124987248973165825769314419238576367541829,24,1.1,1.604608,
2293680,..3..1..67.5.4.38......2..7..8.371.........4.1.......8...2....39...1....3.1.59...,893571426725946381416382597258437169639128745174695238587264913962713854341859672,25,1.1,1.484994,
266440,5.......2.29.8.5..1.6....98...5....381..3.4.5.3..76....41.27..............8.1....,584793612329681547176452398692548173817239465435176289941327856753864921268915734,26,2.1,1.515553,
1745338,9.5...318...8..69..3.....2......69..64...81.77..5.....17.3.2......65........14...,965427318427831695831965724258176943643298157719543286174382569382659471596714832,27,2.4,1.606882,
