id,puzzle,solution,clues,difficulty,solve_time,computed_solution
2007863,.....2.6.4....3.....2.1..8323..8.9..81.....2.....5..7.96...8.......3....5...4....,381492765456873291792615483235784916817369524649251378963528147174936852528147639,23,1.9,1.460283,
1951324,7....15..45..............62.847.2.5.......3.8..1......3.....7..1.2..8.4....9.6.2.,726481539459623187813597462984732651275164398631859274398245716162378945547916823,24,1.3,1.477055,
2708766,....9.2.5.15..498...3........283.....485.7......2...5....4..1...8......94.....327,674398215215764983893152476152836794948517632736249851529473168387621549461985327,26,1.8,1.507816,
1936018,....9..1....8.4...7.........3...962.......58....68.1...17...83.9..2.....8...51..4,652397418391864275784125396438519627169472583275683149517946832946238751823751964,24,1.9,1.469992,
98948,...8.....47..9....3....1......5....1....2867..2.1.7..8..3....6.7...6943....4..8..,569874213471392586382651749897546321135928674624137958943785162718269435256413897,25,2.1,1.549743,
1469236,.5......683....57......59......6.4....71.......9.3..8....3.....5...718..4.65.....,951783246834692571762415938315869427287154693649237185198346752523971864476528319,23,1.7,1.538503,
1916059,.....7..2..2....9..37..1.8..7..9.....6...8.39...1......5...3.1..2..754..6......7.,846937152512684397937521684475396821261748539398152746754263918129875463683419275,24,1.5,1.548394,
446483,......9..23..45....47.8..3.9....1.7.....5.....8....69.....97.85..8...........3...,816732954239645817547189236924361578673958421185274693362497185798516342451823769,22,1.9,1.684839,
2075443,.......61.....479..5...7..8375......8....3..6.2....17......8...7.3....4...13.9..2,937852461268134795154697238375216984819743526426985173592468317783521649641379852,25,2.3,1.614269,
2141345,......6......5...39..1.3.5..872.6..5..9..58...23....4..5.8.........17...2......74,835492617416758293972163458187246935649375821523981746751824369394617582268539174,25,1.8,1.442369,
252100,.5...7.....4.9..8.169..5...........53....824...7....3........26.1..3.9.8....4....,852317694734296581169485372241973865395168247687524139973851426416732958528649713,23,2.0,1.504128,
395442,....472.1.5..1.4.....9.....5........8...769...63..8.4...7.3...6.1..62...........2,639847251752613489148925763571394628824176935963258147287439516315762894496581372,24,2.6,1.578262,
216187,.9.....7...53.692.4..........7...5....2.89..4...6.....9....4....2..6..41...5..6..,293851476175346928486792135617423589352189764849675213961234857528967341734518692,23,2.7,1.720832,
1248750,..3....9...6...7..7...8..5.2....531..1...4......26...8....2.....6.9.8.3.4.....5.7,153672894986453721724189653248795316619834275375261948831527469567948132492316587,24,2.9,1.522167,
39878,257.8.3.......1.....13.6.4...4.6.82........599.5......4.....57....42...1.86......,257984316643271985891356742134569827768132459925847163412693578579428631386715294,26,1.2,1.549957,
2986463,........7.2..7..13.6.3.8....4.12............6...7..9..3..9...2.49.8.2.....5.6...1,534291687829675413761348259643129578972584136158736942316957824497812365285463791,24,1.9,1.545693,
2161792,.284...6...7.....2....7...9..63...9..8.2.6....19.4.....9.....4.6.......1.428....7,528419763967538412431672589756381294384296175219745638895127346673954821142863957,25,2.7,1.600884,
37249,.9..8.4...53........19......7.3....1.8.....5....2...3.......8......471.5...51..79,796185423853426917421973586274358691389761254165294738517639842932847165648512379,23,1.6,1.539887,
1899573,4......3..63...5..12...3.....64.7.....4...9.......2..6...2.4....15..6..99...71...,459728631863149572127653894396417285274865913581932746638294157715386429942571368,24,2.6,1.471092,
2097915,459.........34....3......62.6.9..34.23.............1.....5....7.....8..96...32...,459261873826347951317859462761925348235184796984673125143596287572418639698732514,22,2.0,1.497291,
2399820,54.........24...3.......2..9..3.4.5..24..1..73....81...85..2...7..9......1..3....,548263719192487536637519284971324658824651397356798142485172963763945821219836475,24,1.7,1.454947,
1945191,.4..1...2.....5....7....4.9.....3...5.2..8.17..3.5..2..29......8....7.3........65,345819672296475183178362459487123596562948317913756824629531748854697231731284965,23,1.8,1.566940,
2158507,9.5..7..8.3......11....67...5.6...1....9.1.2...62.8...4.7...5..........4...7..2..,965127438732489651148536792259643817874951326316278945487312569623895174591764283,24,1.6,1.444226,
172932,.2....839.4.32..6......7..2.8..542......1.6..6.......47...3..9...197....4....1...,527146839948325167316897452189654273234719685675283914762438591851972346493561728,26,2.2,1.398642,
547449,.3.74....8....3..5.9..1......6.34....5.....4...3...82.9.1....8......5..7..2......,135748269827693415694512378786234951259861743413957826941376582368425197572189634,22,2.6,1.513795,
89706,.....3.61....4.98..46.1.....7...9.2.9........2.....1.66....85.4...5.......24..87.,795283461321645987846917253174869325963152748258374196639728514487591632512436879,25,1.7,1.437165,
132712,..71.3.85.1.....6.2.8.......9.4..21.........6..4.513.7...6..5...7......1..23.9...,467123985319584762258967143795436218831792456624851397143678529976245831582319674,26,1.5,1.405821,
1025079,.6....3.1..4......2..19.4..8.......2.7..6.......487...9.1.3........4.82....6.9..7,769254381314876295285193476896315742473962518152487963921738654637541829548629137,24,1.4,1.457929,
1718764,..487.........16..85.9..3...9..1..4....3....5.6.2...9...91..7......4..8..7......6,634875921927431658851962374795618243482397165163254897549186732216743589378529416,24,1.8,1.471213,
964440,..1.4..6.........33...92.5.6..........5....1....7.94...52..7....46.1...5....257..,521843967489576123367192854694381572875264319213759486152437698746918235938625741,24,1.7,1.544685,
2019140,3.28...5..8.....4....5.3..1794...........9.8...6.....3..........5..4..1...9752...,312894657985167342647523891794238165531679284826415973473981526258346719169752438,23,1.8,1.555127,
990409,...9....231....49.5....3.7.7.9.....3...5.1.......9.84........64..6..59....4..8...,648917352317652498592483176769824513483571629125396847851239764236745981974168235,24,2.7,1.478179,
47315,.7..8........1.23.64..2...8.23........9...4.5.8.6.......71...4....2.7..1...89..6.,372589614958416237641723598523948176169372485784651329837165942496237851215894763,25,2.9,1.507958,
1756921,7....4.9.....26...41........5..........948.5.281....7...5..28...67.....9....8.1..,728134596539726418416859732954271683673948251281563974145392867867415329392687145,24,2.0,1.514092,
2097996,.......9..4.1..8.6..6......2.......8..5..9.4.1...4...3.7....5...3..51..46..83....,713586492549123876826497315294375168385619247167248953478962531932751684651834729,23,2.5,1.468484,
2964928,198...7...6.....3.53....4..67..1.3...415..9.....8.........9..4.......5.9..915...6,198345762264971835537286491672419358841563927953827614725698143416732589389154276,26,2.2,1.465497,
1146247,.4..3.........75...5..2.69...89.3....9.6...7.4.6.....2.79....2............51...8.,647539218912867534853421697728953146591642873436718952179386425384295761265174389,23,1.4,1.588977,
1954375,.41....6.9.2..37.8..........7...2......4.89......16..2...7.98..8.......6..4.5..3.,741285369962143758385697421179532684526478913438916572213769845857324196694851237,24,1.6,1.645320,
719375,.....16.......71.4....2...5..5......1.2...3.88.....4.6.173........5......4381....,754981623328657194691423785435168279162749358879235416517396842286574931943812567,23,1.3,1.589378,
730391,........6.67.198...9...7....4.....68...2.....2.5........4.9....9..15.4...8...6.93,421385976567419832893627145349571268618234759275968314754893621936152487182746593,24,1.5,1.496330,
1460803,.1....3...8...5.2.....8....9.7..4..8..4..6.5.3..157.....62...4.........5.9....16.,715942386683715924249683571957324618124896753368157492536271849871469235492538167,24,1.5,1.501396,
2510461,..87..9..4...81.3.........1........95.3..8....213.65...8......6...2......7..5..4.,618734925492581637735692481847125369563978214921346578289413756154267893376859142,23,2.5,1.620040,
1056265,...89.5.....7..2..3.64.....273..5.9.8.5.3.....1............4..9.48....6....91...3,721896534489753216356421978273645891895137642614289357132564789948372165567918423,25,1.6,1.642295,
