id,puzzle,solution,clues,difficulty,solve_time,computed_solution
2973663,4.132....7.........2.7..5........6.8.7...52.3.9..18.....3....219.......7...63....,451329876739586142628741539215473698874965213396218754563897421982154367147632985,24,0.0,1.491084,
2105452,.9...76.4....4....8..9..1..7....58.6...6....96.3.2..............8...3.5.9.61..34.,295317684167248593834956172719435826528671439643829715371594268482763951956182347,25,0.0,1.448951,
976413,7.2.....8....62....5...9....65.....4.8...516.3..........97...1....21.8..6.7.....5,792431658438562791156879243265187934984325167371694582829753416543216879617948325,24,0.0,1.574424,
114899,2......9.5...2.6.4.9......2.6.9.4..7..73.2.6...5.....9..64...81.8.5.3..........3.,271645893538729614694831752163984527947352168825176349356497281482513976719268435,26,0.0,1.440754,
437710,...7..1.8..8...29..5.6...3.76.3..42.4..1.......9.5.........7.....6..4.1..3....9..,642793158378541296951628734765389421423176589819452673284917365596234817137865942,24,0.0,1.587058,
2362693,23...58....4....6..7..6.9.........49...5.......9.4.6.2...316.....28..5.........37,236195874984237165571468923725681349643529781819743652457316298392874516168952437,24,0.0,1.502321,
309591,.7............2.4...34...58.....15..43....91..6.8...3..2.74.......5..8.......9..1,274185693856932147913476258792361584438257916561894732129748365647513829385629471,23,0.0,1.616701,
69962,7..6...595...29..6.3.......612........7..6.9.....8.2...9.764......5...841........,721648359548329716936175428612953847487216593359487261895764132273591684164832975,25,0.0,1.509788,
2865324,.8..43.......58.6.9..1...25.9...53.74............2.9..8........6.....7....2.7..81,586243179127958463934167825291685347463791258758324916879416532615832794342579681,24,0.0,1.579984,
1143065,....27..1.........36.....9...84.3....5......9......6.4..7...3.52...9.......6...4.,589327461741986253362514798978463512456271839123859674697148325234795186815632947,20,0.0,1.559120,
1976764,..4.26..3.....461......8.9.28.4....1..1.7...5.4...........5.4......1...2.27....3.,974126583832594617156738294283465971691372845745981326318257469469813752527649138,24,0.0,1.508328,
2265017,.5......16......5...7....8.1..........2..9...3...286.5.6...74....84..3....96....8,853276941621984753947351286196543827582769134374128695265837419718495362439612578,23,0.0,1.615726,
1613597,..4..1.......86.7...297.....1..3.2..9.....5.1.....4....8.197...1..2....47........,874321956591486372362975418618539247947862531253714869485197623136258794729643185,23,0.0,1.620138,
2384473,..623...55..91..36.........2....546.1.8.......4..6..8......71...54.....93.7......,476238915582914736931756824293875461168423597745169382829647153654381279317592648,25,0.0,1.485232,
803748,5......8.37.....6....1.59..15.2....4.36.4...2.....8.....4.8..3..2............14.6,549726381371894265268135947157263894836947152492518673714682539623459718985371426,24,0.0,1.597598,
2930381,..1.....2.65.31......8..7....8.1....75..8......9..2...4.....2.79......61..7...93.,871649352265731849394825716638917425752486193149352678416593287983274561527168934,24,0.0,1.559231,
1180361,.719...2..9..41....5...2..45....4...36....75......69.27..3......8...9.7.....8....,471953628298641537653872194529714386364298751817536942746325819185469273932187465,25,0.0,1.569789,
150636,.4.9..6..25..618........7...9......4.143....7.....918...57..3.6.6.......9.....5..,148973625257461839639258741593187264814326957726549183485712396361895472972634518,25,0.0,1.513244,
628816,.....8.....7.....819..6....5..3...71..6.....97.....354....21...9..4...2.6....58.7,453178962267549138198263745584392671316754289729816354875621493931487526642935817,25,0.0,1.453269,
154060,..61.....9..5.47.1....6..358.....1941....85.342........1...78..6...59............,546173289932584761781962435863725194197648523425391678219437856674859312358216947,26,0.0,1.402089,
1227142,1.6...7.5.................9..28.6..1..5..........973..4.9.1.6...2.7.......83.5.4.,196482735287953164534671289972836451365124897841597326459218673623749518718365942,23,0.0,1.447605,
2478325,.9.....1.8..5..37.5.7.43.2.9..62..........7....3.....6..9.....52...3.....3.286...,394762518862519374517843629978624153156398742423157986689471235241935867735286491,25,0.0,1.493130,
1995692,.6......7.93.....14....83.61..4.7......3.6.58..9........8...97..3.9.2.....1.7....,865139427793264581412758396156487239274396158389521764548613972637942815921875643,25,1.0,1.442891,
182486,.2.534.1.8....1..4...8.....98..2......3.....51.67..9....89...7.6...4.1...7.......,729534816865271394431896527987425631243619785156783942518962473692347158374158269,25,0.0,1.442276,
2287351,7.5....6........7.6..95..3.9...74......8.16.4..8.9........4...1.8...32..3.1.....9,795438162834162975612957438926574813573821694148396527257649381489713256361285749,25,0.0,1.452674,
1990429,74.68.....1...........4.35......98.49...7..3..6.3...9.....9.5..3.9..24..2..7....3,743685219512937648896241357137529864928476135465318792674893521389152476251764983,26,0.0,1.409530,
2102206,.12.963...3.....5....2........6.4.294.............95.7..1.238.43..76......9......,512496378634817952987235416873654129495172683126389547751923864348761295269548731,25,0.0,1.427634,
2922430,87...54....2...1...6.......5..76..94...3.4...9.3....6.6...7.........9..8..9.5...1,871935426392846157465217983518762394726394815943581762654178239137629548289453671,24,0.0,1.462407,
2419233,..74...236....3...........6...2.15.....95.64.49..7..1..8...7....7..2......3...4.1,817465923652793184349812756768241539231958647495376812984137265176524398523689471,25,0.0,1.445808,
2277624,........9.1..28...9.56..7.17...6.......71..4.26.4...1......4.9..8.....3.6........,836157429417928365925643781741869253593712648268435917372584196189276534654391872,23,0.0,1.556711,
2327617,.6.5..7......32..4..2.......3....58.8.6.9......7..3.4..4...91232...8..9....4.....,369548712785132964412967358934216587856794231127853649548679123271385496693421875,25,0.0,1.465324,
967192,.........7.9.2.4..4......1.8.5......24..91....7.5...3...8.179.21...8...7...6....5,516934728789126453432758619865473291243891576971562834658317942194285367327649185,25,0.0,1.459089,
2672375,..847......1.....92.........2.3.1.6.8.3.2.75....6....85..8........16.4..6.2....8.,938476512451238679276519843725381964863924751194657238517842396389165427642793185,25,0.0,1.518258,
2350386,5.3..7..6.....3.98.9..8....8..9......6..1......7..65........213...7.....3...54.7.,583497126176523498492681735841975362265318947937246581754869213619732854328154679,24,0.0,1.510978,
38237,7...6...38.1...9.4..3..2......6.9..7.9.....3.4....8......745....6..2..1........9.,759461283821357964643892571285639147196574832437218659918745326564923718372186495,23,0.0,1.481143,
2766691,69..38.1..521..3...3...6...8..4.3...3.....87.2.5.......46..7..........56...9....3,697538412452179368138246597879453621314692875265781934546327189923814756781965243,26,0.0,1.442233,
1737250,.....98...6.5.1....8....4..27.......93.1..572..5..4.....6....2.....9..54.....3.8.,752649813463581297189372465278935146934168572615724938896457321321896754547213689,24,0.0,1.548581,
1166391,93..48.....1..7..6..4...1..158.....3..7...84........65..9..5.......32....83..49..,936148527821597436574623189158476293367259841492381765219865374745932618683714952,26,0.0,1.487329,
2846236,........8347....9.....6.47..76......2..8....64...9.3.5...21.5...13......6......3.,962734158347158692158962473576321984239845716481697325894213567713586249625479831,24,0.0,1.534070,
447933,..13.....4....26...3.9.6.2...4......8..6..7.1......25.....9...7.....1.9.3.6....4.,621384579489752613537916428174235986852649731963178254215493867748561392396827145,23,0.0,1.510229,
635576,..48..23.......5.9.......817...5...8.62...1.....4.1.5..7..1..2.1.63..4......8....,614895237238176549957243681741952368562738194893461752379514826186329475425687913,25,0.0,1.478309,
1020686,1.76.48...3....1.....2..6...7......3..2....5...5....6..4..85..7......41..8.9.....,127694835639857142458231679974516283362478951815329764246185397593762418781943526,23,0.0,1.636097,
1775919,.283.74.........53...2...1.1.6.2.....3.....7..82.9....6.....3.4..41......9..5..2.,528317469417986253369245718146728935935461872782593641651872394274139586893654127,25,0.0,1.587000,
