id,puzzle,solution,clues,difficulty,solve_time,computed_solution
2359589,.9......5..52..4....8.9...1....67....3.1....6.7...3.4....6...79..4.1..8....8...6.,697341825315286497248795631582467913439128756176953248821634579764519382953872164,24,3.2,1.498628,
2804380,91..............763.25..1.......69.....8....7...7..315........1..42.9.5..6.....9.,916472538845931276372568149437156982159823467628794315593647821784219653261385794,23,3.1,1.456095,
1989781,..7..84.9......7.6....49.1.3..1......9..6..2..6...5..1.56..7...9..3.....1....68..,517628439429531786683749215345172968791863524862495371256987143978314652134256897,25,6.2,1.530377,
1856441,..9.81..5..239.........69...4.7...12....3.......51.7.6.53...2..........8.91...5..,739481625562397184184256973345769812617832459928514736453978261276145398891623547,25,3.7,1.494591,
1187599,..5..93.42........34..6.5.....3...6...1...8....2.5.....7.....4..8.9.1..34.......5,615279384298435716347168529854312967731694852962857431179523648586941273423786195,23,3.1,1.623112,
715505,.1..2......4.7..9....9..5......4...58....5.6.6....8.....3.....99.....7...7...32.4,519326478284571396367984512731649825842715963695238147423157689958462731176893254,22,3.1,1.585100,
212701,.8..6.9..9.7..........8..4....5....2...67.4.5..92..18.......2....8.31.7..36......,485167923917324658362985741874519362123678495659243187741856239298431576536792814,24,3.9,1.576166,
842205,...82....7...95...231..6....98...6.....64.........9..24.51....8.......35...2....6,549821763786395241231476589398712654152643897674589312465137928827964135913258476,24,3.7,1.542710,
2617956,.....869...6........1...5.3...6...3.34.71......2..9.1...58.....1..4..8.7...9.2...,537148692426593178981267543718624935349715286652389714275831469193456827864972351,24,3.5,1.595779,
2603655,...5..3...4.96......9....7..68...7.32..1..9..59...6..8....3.6....5......3.....152,612587349743962581859413276468259713237148965591376428124835697975621834386794152,25,3.2,1.472775,
3312,....5...4..9.....27..9.315.4....2....386.......1...4...5...1.79..67..2.1...8..5..,613257894589416732742983156475192368238674915961538427854321679396745281127869543,26,3.3,1.560072,
657346,.......9..7..354.8..1..476..8.7.23..5.......9.1..8.....3......5......68...6..1...,643178592279635418851294763984762351562413879317589246738946125195327684426851937,24,4.5,1.595962,
851085,......7...9.45.3...46.....2...9...25.7.8......5..2184......4.....72...5.1...9..36,512683794798452361346179582831947625274865913659321847963514278487236159125798436,26,3.4,1.635127,
1832239,1..7...8.7....1..4.5.8.6.3..........5...87...2.9....13....4..9.8...1.2....4..8...,193754682786231954452896137648123579531987426279465813315642798867319245924578361,24,4.6,1.514865,
80397,.93......8....73...5...928......1.3....7..1.2..1928...........8762........5..27.1,193286574826547319457139286279461835648753192531928467914375628762814953385692741,26,4.0,1.629999,
1243160,1.49..2....8.....5...5...6.9....4.1..4...9..2.2......8.....138.2..6.......67.....,154986273768432195392517864935824617847169532621375948479251386213648759586793421,23,3.6,1.633155,
146099,....3......4..6...8.6...24...51......72...1........9.36...7..5...1..2......69..3.,729438516154726398836519247965183724372964185418257963693871452581342679247695831,22,3.3,1.614014,
1960865,9..7......62...9..4...8...1...8.63....7...5.4......78....413...23.........16...9.,915762438862341975473985261154876329687239514329154786798413652236598147541627893,24,4.0,1.500251,
2765351,6.2.....3.....5....7....4...481..352.6......11..5.4......9.8....3..1..6.....768..,652841793384795126971623485748169352563287941129534678416958237837412569295376814,25,3.5,1.442893,
653757,..68...4.......3..14..6...79...2...56749...1....1......9.61....7.5.....1...38....,536879142827541396149263587913724865674958213258136974392617458785492631461385729,25,4.4,1.424039,
1789850,6...1.......2....85..8..49...8...9...3..8....7..9.1........5.4......61.7..9....32,684719325391254768572863491148532976935687214726941853817325649253496187469178532,23,3.3,1.486886,
2160489,..63........45.9..93...1.....9..3..8.6.......1..78...9.5...2.....4.75.212.....4.6,846397215712456983935821674579263148468519732123784569351642897684975321297138456,26,3.2,1.480618,
633375,..2.....7.....12.4.7.6.4.1..2647...1.34..6.2..........9.....5...4.31...63..9.....,412539687693781254875624319526473891134896725789152463961247538248315976357968142,26,3.9,1.434243,
