id,puzzle,solution,clues,difficulty,solve_time,computed_solution
1734868,.4.39.6.........842.7.....519.2...6.8.......7..6....3....8.4..1.2..6........5....,541398672963527184287416395195273468832649517476185239659834721724961853318752946,23,4.0,1.510725,
2231342,..16..8.76..84..5.5..2...4.7.......4....9.......41.3....2..673..8..2.....3...4...,241635897673849152598271643729368514314597286865412379452986731987123465136754928,25,3.9,1.444647,
2536517,.6....85....5..6.91...7.....4........57.9......3.14.7.5..1...2....92...4.....7.6.,369241857472583619185679432641752398857396241923814576594168723736925184218437965,24,3.3,1.482677,
1016927,..8...9..3..2...6..9..4.....35.....22..5....99..6.4...6.....18.....5..3..7...15..,428365971317289465596147328735918642264573819981624753653792184149856237872431596,24,3.4,1.512506,
55282,.....7.325...8....3.9..6.5....9.3.4..31......7.8.....6......7.9..5....2.8....1...,186457932524389617379126458652973841931864275748512396213645789465798123897231564,23,4.0,1.600927,
1852770,2.......4..584.7.2....9..8.........7.3.1.54....497.82.7.......1.........6.94.12..,286517934195843762473692185962384517837125496514976823748269351321758649659431278,26,3.2,1.476369,
2373557,.........9..2..5...8...53.4.3.6..9.5.98..........1..8....8...67..4..38....1....4.,513487692946231578782965314137648925698752431425319786359824167264173859871596243,23,3.8,1.621023,
1496296,.....8..5...37.....1....47.....9...8..7.....146..5....2..1.95....5.3.2..84.5.....,729418365654372819318965472532691748987243651461857923276189534195734286843526197,24,3.3,1.573806,
2288058,.......956.9.3....73..1....3.4...8.7.7.....5.....4...9.861.........9...4.4..6.5..,418627395659438172732519648394256817271983456865741239586174923123895764947362581,24,3.5,1.501009,
93853,8..9...6..9..7......5.489...8...1...5....2.7...4.35...........72....46..41.....82,842913765391576248765248931987461523536892174124735896658329417273184659419657382,25,3.6,1.501048,
2861364,.......18....9......9.5...65....2..412.6.......31..........725.736.......8...4...,452736918678491325319258476567982134124673589893145762941867253736529841285314697,22,4.1,1.545773,
396544,48.......6....25..73.9...2.....7.8....7.9.251.63....4....52.......1..9.......6...,482357196691842537735961428129475863847693251563218749318529674276134985954786312,24,4.3,1.548739,
665036,4.2.......7.86........9...5...4..5.....7.3.181.......2....1..5.2.....4.39..2.....,412537896579862134386194725893421567624753918157689342748316259261975483935248671,22,3.1,1.710341,
2098541,.4.6.9..........5.2.8.....6...74..1........8336.1....2.1..2....72...4.......3.5..,147659238936482157258371496892743615471265983365198742519826374723514869684937521,23,3.3,1.608180,
922848,..3.....4..5...1..9..4...7..3.98..4...8..251.......9.....1..4.7.....6.3.82...9...,613597284745823196982461375136985742498672513257314968369158427571246839824739651,24,3.1,1.598776,
765630,.......5...792.....1.6....9.6...4.2.9.5..3..84.....9..1..........4.8..32.2....4.7,649738251537921684218645379361894725975263148482517963153472896794186532826359417,24,3.3,1.534063,
2872591,4..6.7...5..8......162.3...2..........9...4.538...9..7....1256.......7.4...7..3..,428697153593841672716253948251374896679128435384569217837412569162935784945786321,25,3.6,1.587463,
896601,.6..72.9.1...5....9....34.53.1....8..9..........34...2......2.4.721...3......6..1,564872193123954768987613425341267589296581347758349612619738254472195836835426971,25,3.2,1.532950,
2462924,...7...9..3..8.7.5...6.3.4.....1...9..7...2...5...9..88....7...12.3.4...5.4....2.,615742893432981765798653142386215479947836251251479638863527914129364587574198326,25,3.2,1.458421,
191415,.9.8..37.8..9..21.6...5.......3..7.8.5.......4......32.8.5...6..6...8...7...42...,295814376843976215617253984129365748358427691476189532982531467564798123731642859,25,4.8,1.408431,
2795490,..............1....3.49..5..7..8..62692...7...1.7......2.........45.7..93..6.2.8.,186375924945261873237498651573984162692153748418726395721849536864537219359612487,24,3.4,1.462241,
911828,....7.....8.........238.9.7.2.4....36.5.....44.....7.....56..31....14...9....26..,396271485187945326542386917729458163635127894418693752874569231263814579951732648,24,3.6,1.530457,
1647503,6.....9...49.....1....26.8....8......8..79..34.23....976..........1...782...9.4..,625418937849753261317926584193845726586279143472361859761584392954132678238697415,25,3.9,1.439344,
1131733,5...261...3.......8..37...47...1.9.....25.......78.64.6..........3....9.18....5.7,574826139231945786896371254745613928968254371312789645627598413453167892189432567,25,3.3,1.434042,
960256,.86...2.4....9....9.43.......79.3.1....81.6......7.5....5..97.66.....9....3.2..8.,386751294751492368924368157567943812432815679819276543245189736678534921193627485,26,3.8,1.404978,
747913,...7..85.....9...6.6.8....2.83.....52...5....5..4.9.......4..7..18..3...49....6.1,124736859835294716769815342983127465246358197571469283352641978618973524497582631,25,3.9,1.429411,
2431133,.9..2.61....71.........4.....62.....7.29....1.1..83..55.......92..1...8...3..7...,394528617625719438178364952856271394732945861419683275561832749247196583983457126,24,3.9,1.446702,
2641228,.18....2.4.......36.....8.5...2..3...3.....827.6.9.4..29..54.1......6.....5..8...,918635724452789163673412895589241376134567982726893451297354618841926537365178249,25,3.8,1.447511,
687307,3.4.1.....6..3..8...89....25....8..1...1..86.9....4.3....2.3.......91..36......9.,394812576162537489758946312546378921237159864981624735479263158825791643613485297,25,3.9,1.429374,
800475,......21...8..75.....9.2.3...6.3.4....5.1....9.12.....4....86.....5...47..9......,597386214328147569164952738276839451835614972941275386413728695682593147759461823,23,4.2,1.592692,
377213,...3......7.....89..9.2.7.4...9....87....4......7814.5.1..4.69.4.2..9.......35...,841397526275416389369528714154963278738254961926781435513842697482679153697135842,26,3.5,1.536484,
500900,2...4..81..9...4....36...92.6..58.1.9.1...5......3.....3..1.82.4......5......7...,276945381189372465543681792367258914921764538854139276735416829412893657698527143,25,3.8,1.453983,
1013205,.....34.......256.35.4..8.9.1..47...2.....3.4......9...4.1.9.....962....1...3....,692853471874912563351476829915347286267598314483261957546189732739625148128734695,25,3.1,1.515707,
1302372,..4......2............1..686...7.1..4......56..79.....5.9..4...1...6...4.....3.9.,784695321261348975935217468658472139492831756317956842529784613173569284846123597,21,3.5,1.553946,
2486571,6....129..............2.6.7.6398.....7............37.4.9...61.83.5..8....2..9....,648371295237659841159824637463987512571462389982513764794236158315748926826195473,24,3.3,1.481766,
324651,6.1...5........786...5.3......8.52..3.7......8..2...1.....4......2...86..3...9.4.,641798523593421786278563491169875234327914658854236917986142375412357869735689142,23,3.2,1.537205,
1932314,2...1.4...9.3..6...1..6..5.9..........8.3624..7.....8.7..49.3....3..5..7.........,236519478495387612817264953964852731158736249372941586721498365643125897589673124,24,3.2,1.551608,
2659404,..7.......5.9..8.31...5.......8.516...5.3......8...9..9....7..4...62..8...1...3..,867243519452961873139758642324895167795136428618472935986317254543629781271584396,23,3.6,1.542835,
1723948,..34.....4...1.8..6..98..7....83..9.........8.9.7......75...4.......1.3..1..9...2,783456129459217863621983574164835297237149658598762341975328416842671935316594782,23,3.4,1.538997,
1848501,26.......9.4.3.....5.6..39.5..1.7...7.....2...36.2..1...2..45..6.....14....9.5...,263459871984731652157682394528197436719346285436528917372814569695273148841965723,26,3.3,1.481179,
2866012,2...83...6.1...2..79...1....837....4..........4.....5.....9........6.93....8..1.7,254683719631579248798421563183752694526948371947316852315297486872164935469835127,22,4.0,1.595567,
2875733,..1.7.5.....8..3.6....3.....35...1..9..6....7.2..1.8.3.....8.4.....6....74..9..1.,381476529294851376576932481635287194918643257427519863163728945859164732742395618,24,3.1,1.584646,
1231018,..4.9..12....5.3..6......8..4.........28.1......27..6.32...614.8..9.......7....9.,584397612291658374673412589748569231962831457135274968329786145816945723457123896,24,3.2,1.667570,
