id,puzzle,solution,clues,difficulty,solve_time,computed_solution
1821524,......28...5.....4...4...67.2..9......413.8...96.2..7.6.27.5....38..26..9........,417369285365278194289451367823597416574136829196824573642715938738942651951683742,26,0.0,1.469310,
2259994,..5..6....1.9.4.53........79.6..1.......2..8.7.....4.......5..8243.1........7..1.,825736194617984253394152867986341725431527689752698431179265348243819576568473912,23,0.0,1.507870,
1281173,..6.52...8......9...4..3.5..23.......6.7..2...591..4...8.51...........2......8..9,316952874875641392294873651123485967468739215759126483982514736641397528537268149,23,0.0,1.529912,
1433112,....19...87..5.6............6.9..3.5........1.3.7.4..968......33.7..89....5.46..8,426819537879453612153672894264981375798235461531764289682597143347128956915346728,26,1.0,1.426560,
844982,.6.7.3.2.....897....7..18.3.8....2.1.9...86.........3..28.9........5..4...63..1..,861743925235689714947521863583467291194238657672915438328194576719856342456372189,26,0.0,1.510311,
161446,.76...2.....2..9.....4...87..2.....5.....1....3...562.214.......5..6..1.7.95....4,576189243841273956923456187182647395695321478437895621214738569358964712769512834,25,0.0,1.475734,
2318377,..49..3..5.63...91......28..2..4.......2591..7.9.6........36...9..4..7..41.......,284915376576328491391674285125847639638259147749163528852736914963481752417592863,26,0.0,1.554192,
339434,6.8....2.5........4..3....7..543.7.......96..9.312.......5.......2..4.6139.....8.,638795124517248936429361857185436792274859613963127548846513279752984361391672485,25,0.0,1.776873,
2586765,.87........6...8.2..2.9.7..1.9..3.54.659........1.........38..1....7.9.57........,487362519936715842512894736179283654365947128248156397694538271823471965751629483,24,0.0,1.595193,
2999434,.3.........4.7..6....6...21...5..3..2....4.8..751....2.9.8..2.5.1...5..6.........,632941758154278963987653421849562317261734589375189642496817235713425896528396174,23,0.0,1.526955,
966552,....13.9.8.674.3....26......7..852..3......51......7.9.24...13.7...........57....,457813692896742315132659874971485263368297451245136789524968137789321546613574928,26,0.0,1.557240,
432212,...5.46..7.....1..4......39..2...7.1....95.8.9...315..2.9............3...85....67,893514672726389154451627839532468791614795283978231546269873415147956328385142967,25,0.0,1.525182,
2425165,95....2.3......9..2....8.54....7.....4....7...9843...............43.6..8.6.8.2.75,951764283486523917237918654312675849645289731798431562823157496574396128169842375,25,0.0,1.768407,
2295182,....527..3..47.9.6.7.6....5......8324.9.6..5..2...5....52..4............1.4.....9,946152783315478926278639415561947832489263157723815694852794361697321548134586279,26,0.0,1.493699,
1822741,.25.4..7..4...28.....1....3....9...823.864.........26...3...5...9..5....4..6..3..,825346971341972856976185423564291738237864195189537264613728549798453612452619387,25,0.0,1.604992,
2269012,...85..9......9..22..17....3.2.....6.....3...85...4.3..817.......9....7...6.9.12.,143852697678349512295176483312587946964213758857964231481725369529631874736498125,25,0.0,1.556870,
1996124,......2.3.....95..1.4.7..........182.45.83..6.9...........47......8....93..2...1.,569418273728369541134572968673954182245183796891726354912647835457831629386295417,23,0.0,1.632573,
1071638,....46..........5...8....1.7...8......2.......6.1..5.3..3.9.2..5..7....66.4.2...5,157946328936218457248357619715483962382569174469172583873695241521734896694821735,22,0.0,1.547373,
94371,4...89...9..5.......53...786.8.9.2.......74..1..2......2...8.1........6.....64.5.,437689125981572643265341978678495231352817496149236587726958314514723869893164752,24,0.0,1.460556,
1409380,.4......6....69.8.........2..1...43......7..8....3...92.53...64.931..25..74.9....,147823596352469781986751342761982435439517628528634179215378964893146257674295813,26,0.0,1.433200,
1783901,......6..281.....9.95....42...3.18..5...2.....29.....3.4.1.59.....4........93.7..,374259618281643579695718342467391825513826497829574163742185936938467251156932784,25,0.0,1.435333,
1796114,.4.5....8..8.....61......3.4....57..7.1......63...9.15...39..7....1.4.9.2..8.....,947536128328971546165428937489215763751643289632789415516392874873154692294867351,25,0.0,1.545426,
1119597,5.9.8.6.73..7....9.6.....15....9..5....8.7.4.....4..3...7.....38..9........26....,549381627312756489768429315483692751195837246276145938627514893854973162931268574,24,0.0,1.456482,
2980978,....9..1..6...48.7...2.......6.1.39.3.5..2......8.36.48..329....5...84...........,438795216962134857517286943286417395345962178791853624874329561159678432623541789,25,0.0,1.434852,
453920,5...6.9.....8....3..1.7....6.4.3..5.9.76...38.....2..17.3.......45.....6.....75..,532461987479825163861973425624138759917654238358792641793546812145289376286317594,25,0.0,1.430600,
2792057,48..........83.......17.5.4...9....5..5........15.7962....8271..7...6.....2.....3,487265391519834627326179584764928135295613478831547962953482716178356249642791853,25,0.0,1.421988,
617590,5....8.9.3.....56......1..7.....9.28.......3...42..9....7..5.8....3....5.9.1....2,541768293378942561926531847763459128259816734814273956137625489482397615695184372,23,0.0,1.478963,
1407139,7..2...4...6...........59..4..6...93..2.54....7...3..59....15....783.1.......93..,735296841196348752824715936451687293382954617679123485963471528547832169218569374,25,0.0,1.433906,
451268,7.1.9..2.5...........1.69.3....64...9..3....7.4.....3....982...3...4..7945.......,731495826596823714284176953873264591912358467645719238167982345328541679459637182,25,0.0,1.415588,
1123552,........525..9.....18....6.....42.....36..79.4..95.31...9.8.1...7.....5.........9,964173825257896431318524967791342586523618794486957312649285173172439658835761249,24,0.0,1.590745,
1496505,.1.........3...4.67.6.8.9..62.5........41....3..6...174572..........43.....9.....,915746283283195476746382951621537849578419632394628517457263198169874325832951764,24,0.0,1.492435,
269871,25...........7694......5..6..269.....4...8.931.....6......4...78.5.......3.....8.,256984371318276945479315826582693714647158293193427658961842537825731469734569182,23,0.0,1.503791,
1021645,21...5.........2.3......65...856...1...8..7...27.1...5.....2..7......18..539.....,214635978865794213379281654498567321531829746627413895986142537742356189153978462,24,0.0,1.542576,
2325862,1..6..2..95..8..4.83..9.1.......6..169.7..4......1..9.........8.4......2...1..3..,174653289956281743832497156725946831691738425483512697219374568347865912568129374,24,0.0,1.494503,
1493027,..6...7..2...4...8....6.13..3.85....1..9.28...4......9....2...1.......9...9.37.5.,416398725253741968798265134937854216165972843842613579374529681521486397689137452,24,0.0,1.461301,
