id,puzzle,solution,clues,difficulty,solve_time,computed_solution
2310146,.....2.1.9...71.8..6.......7......528..9.....543....7..2..35..7.8..1.4......6....,478692513935471286261583749796348152812957364543126978124835697687219435359764821,24,3.1,1.488114,
1235182,...9......1..8..4..2.3.7....967....3....382.4........11......5..8..9....6.......7,865914372317582649924367815496721583571638294238459761143276958782195436659843127,22,3.3,1.485947,
382345,.1..4.6...436...8..8.2......5.....48.3......92.4..9..3.2.8.4.1.....51.2.....6...4,512948637743615982689273451957136248831427569264589173326894715498751326175362894,27,3.8,1.493711,
821452,7....3....8......6.127.......18..43....9.462.....1..851..32....52..7......3.4..9.,746183952385492176912765843261857439857934621439216785194328567528679314673541298,27,3.8,1.442673,
2741600,..8........283.9......5.8.6.....6...1.7...5....9.4..7..9..851..75.2......8.3....2,518692743672834915934157826825716394147923568369548271296485137753261489481379652,25,4.6,1.558845,
1985839,..6..1.78..7.2.........92....4.3......5...1.......27537.....5...68....1..1.78.9..,296541378457328691831679245674135829325897164189462753743916582968253417512784936,25,3.6,1.467828,
1633445,.324...9.5..3....8.8...6.4.4..5.1..33.....71...9.......1...96....67....97........,632418597541397268987256341468571923325984716179623854214839675856742139793165482,25,3.1,1.496772,
958576,.......8331.....5..42...1......7.59.9..1..6...64.8.....31.6...98....7.....9.3....,796251483318746952542398176283674591957123648164589237431865729825917364679432815,25,3.8,1.539006,
1023981,3...1.827..7.....1.....89.......7..5...4......62..9...8..5..7.2.4......6.3..8.5..,354916827987245361621378954498637215573421698162859473819564732245793186736182549,24,3.8,1.592242,
921106,...52..4...6.198..8...3.....1...7..8.....3.....76....9.63..1.5...9...71...4......,931528647756419823842736591315297468698143275427685139263871954589364712174952386,24,3.7,1.533232,
2026381,156.2.7.4....4...2..4...51..15....7.7......5..9..6....5....8...3.....6...6.2...81,156829734937541862284376519615493278743182956892765143521638497378914625469257381,26,3.2,1.447623,
987914,....7.....6..3.5.7..3.1..62.82...1....1....9.9....3..4.5...23....6...........428.,514276938268439517793518462682945173341827695975163824857692341426381759139754286,24,3.9,1.592606,
1837985,6.8....51.7.9...4.4....5.2.3..5.7..............78....5.4....619...692.7......8...,638274951275961843491385726386527194954136287127849365842753619513692478769418532,25,3.2,1.665960,
481102,.6..8...1.....7.2.3.94....8..4..39.763.....85.......3..47...3..8....9......2.....,765382491481597623329416758154823967632974185978165234247658319816739542593241876,24,4.0,1.516522,
465955,5....8....7423........67....4..8..967......2...9.2.38....9..6...63...1..1........,516498732974231865382567914241783596738659421659124387827915643463872159195346278,24,4.3,1.614282,
1179609,.4....1.....3.6....5..8...3......7..7..4.39...3..9..2..2.8....189..4....4.79....2,243579186178326549659184273984612735762453918531798624325867491896241357417935862,25,3.5,1.637009,
1841568,6...89.....3..6....8.3.........1...7...7...494......5.9....12...1.8..3942...5..1.,674189532193526478582347961359614827821735649467298153936471285715862394248953716,25,3.7,1.621159,
260640,..7.6......8...5....4.8.2..4.3.......2...718..8...5..66....93.5.9.4...2......2...,237561948168924573954783261413698752526347189789215436642879315391456827875132694,24,3.3,1.548776,
2110789,.2..89.3..6...7...9...5.....5....9..6.4.9..1....1..4.8...34..9............78.1...,725489136863217549941653872158724963634598217279136458586342791312975684497861325,23,4.3,1.503001,
2274043,..3.6...5...2..8...8..3..7.3....948.2......37..5..2.9.8...........591.....6......,173968245954217863682435971361759482298146537745382196819623754437591628526874319,23,4.5,1.472098,
595833,.....8..4....3..6.......5.891...7....3894..........6....26..45..63..1.2...92..1..,256198374897534261341726598915367842638942715724815639182679453563481927479253186,25,4.6,1.411857,
2370745,4.579...6.......3..86.5....6....3..8.....51....9.81....23...46.....2....5.......7,435792816297168534186354972612943758348675129759281643923817465874526391561439287,24,3.4,1.531171,
1423070,..45.867..19..73.........2819......7....8..6...5...9...7.....9....6.4...9.6...2..,324518679819267345567349128198426537732985461645731982473152896281694753956873214,25,3.5,1.435088,
