id,puzzle,solution,clues,difficulty,solve_time,computed_solution
1342214,.2....4......3..8.85...4.3..8......5....9...3.9.76..1.5...1.7....7.82....193.....,723851469941637582856924137682143975175298643394765218538419726467582391219376854,25,3.5,1.475999,
2831022,...9.6..3....8.1...89.......5....79.7....2..1.6..1.4..1..57..4..2....8..........5,417956283632487159589321674251834796748692531963715428196578342325149867874263915,23,3.1,1.484337,
1955983,......84...96.3....1.8...5.7......8.9.......5.2...86.7.34.2..9..9..5....6..3.....,372915846589643172416872953743561289968237415125498637834726591297154368651389724,24,3.3,1.582077,
1926128,96.3..8...7...12.............4.9..27.2....9.......4.1..9..7.56.6..8....1..3......,961342875375981246482765193514698327826137954739254618198473562657829431243516789,23,4.1,1.511417,
2240942,..394.5....23..8.....1.5..47.9....63.........8...6..4..2.4.1..7.9.....5.........1,613948572542376819978125634759284163264513798831769245326451987197832456485697321,24,3.5,1.524919,
789331,.8...2.641.9..........6....5...843...4...6.58....3.....1.9.........78..3..2.....5,785312964169457832234869571597284316341796258628531749413925687956178423872643195,23,4.5,1.530069,
410780,......81..9..24.3....7.......718...25.4......81.......4.5.....7...2...83.....5...,742563819196824735358791264637189452524637198819452376465318927971246583283975641,22,3.1,1.584002,
2989899,....5...7.6..8.42...817.......2..39..8...6.5...4..7...32......9..........7..91..6,932654187167389425458172963716245398283916754594837612321768549649523871875491236,24,3.1,1.689809,
2433175,.9..5.3...3...2.8..829..7.......69.5..82..4..25...76.............7..3..4326......,791658342634172589582934761473816925168295473259347618945721836817563294326489157,26,3.1,1.509513,
773719,3...7.....2.......4...8.21......6.83.3..5....7..9..6....1.638..8..7..19...7.....2,319672548628541937475389216954216783136857429782934651291463875863725194547198362,25,3.3,1.471160,
2254107,..........2589...13.9....6551..4.3.9..4......96..37.......541.8.9.76..........6..,146375982725896431389412765517648329834129576962537814673254198498761253251983647,27,3.6,1.544859,
236878,...9...1.....6.........5.278....7......43.6...7.....93.9......1..2..9.8.7.324...9,357924816281763945649185327834697152925431678176852493498576231562319784713248569,24,3.6,1.551400,
975096,...5.4.6...8...5...1.9...7.....7...81....6..443.....16..3......8..1.5..32...4...5,792534861648217539315968472526471398189326754437859216953682147874195623261743985,25,3.8,1.678059,
